nameOfIssuer^titleOfClass^cusip^value^putCall^investmentDiscretion^otherManager^sshPrnamt^sshPrnamtType^votingSole^votingShared^votingNone^companyName^companyCIK^reportDate^filingDate
ACCENTURE PLC IRELAND^SHS CLASS A^G1151C101^357^^SOLE^^2026^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
ALLEGHANY CORP DEL^COM^017175100^3007^^SOLE^^4910^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
ALPHABET INC^CAP STK CL C^02079K107^9179^^SOLE^^7823^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
ALPHABET INC^CAP STK CL A^02079K305^580^^SOLE^^493^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
AMERICAN EXPRESS CO^COM^025816109^946^^SOLE^^8652^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
AMERICAN INTL GROUP INC^*W EXP 01/19/202^026874156^39^^SOLE^^7000^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
AMERICAN INTL GROUP INC^COM NEW^026874784^3275^^SOLE^^76050^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
APPLE INC^COM^037833100^11377^^SOLE^^59894^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
ARTISAN PARTNERS ASSET MGMT^CL A^04316A108^356^^SOLE^^14132^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
BANK AMER CORP^COM^060505104^3159^^SOLE^^114501^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
BERKSHIRE HATHAWAY INC DEL^CL A^084670108^6627^^SOLE^^22^SH^0^0^0^PECAUT & CO. ^0001597200^2019-03-31^2019-05-28
